,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,Members scored,F10
702,Vampire Hunter D (2000),703.0,1190,7.89,1.0,Movie,https://myanimelist.net/anime/543/Vampire_Hunter_D_2000,,Vampire Hunter D: Bloodlust,バンパイアハンターD,"Vampire Hunter D (2001), Vampire Hunter D Movie",Finished Airing ,"Aug 25, 2000 ",,"animate Film, Movic ","Discotek Media, Urban Vision ",Madhouse ,Light novel ,"Action, Sci-Fi, Horror, Drama, Romance, Vampire, Fantasy",1 hr. 42 min. ,R - 17+ (violence & profanity) ,1288,133064,2640,94424,878,557,34565,9398.0,14558.0,22038.0,16555.0,5863.0,2105.0,656.0,228.0,129.0,97.0,71627.0,0.0136405998474964
5548,Arifureta Shokugyou de Sekai Saikyou,5549.0,364,6.57,13.0,TV,https://myanimelist.net/anime/36882/Arifureta_Shokugyou_de_Sekai_Saikyou,Summer 2019 ,Arifureta: From Commonplace to World's Strongest,ありふれた職業で世界最強,From Common Job Class to the Strongest in the World,Finished Airing ,"Jul 8, 2019 to Oct 7, 2019 ",Mondays at 23:30 (JST) ,"AT-X, Sony Music Communications, Bushiroad, Toranoana, Hakuhodo DY Music & Pictures, Overlap, FuRyu, Bandai Namco Arts ",Funimation ,"Asread, White Fox ",Light novel ,"Action, Adventure, Fantasy, Harem",23 min. per ep. ,PG-13 - Teens 13 or older ,3677,404599,27873,270173,5333,28636,72584,18670.0,19890.0,35224.0,51287.0,38418.0,23166.0,15942.0,9418.0,6752.0,6274.0,225041.0,0.013609798166360073
2006,Hitorijime My Hero,2007.0,1326,7.38,12.0,TV,https://myanimelist.net/anime/33654/Hitorijime_My_Hero,Summer 2017 ,Hitorijime My Hero,ひとりじめマイヒーロー,My Very Own Hero,Finished Airing ,"Jul 8, 2017 to Sep 23, 2017 ",Sundays at 01:30 (JST) ,"Sotsu, AT-X, Tokyo MX, Avex Pictures, Q-Tec, Docomo Anime Store, Marine Entertainment, Kanon Sound, Contents Seed, Ichijinsha, BS NTV ",Sentai Filmworks ,Encourage Films ,Manga ,"Drama, Romance, School, Shounen Ai, Slice of Life",24 min. per ep. ,PG-13 - Teens 13 or older ,995,116318,7799,73182,2664,4813,27860,6564.0,7363.0,12812.0,15126.0,7688.0,3932.0,1528.0,640.0,358.0,300.0,56311.0,0.013596239512448417
611,Ore Monogatari!!,612.0,269,7.94,24.0,TV,https://myanimelist.net/anime/28297/Ore_Monogatari,Spring 2015 ,My Love Story!!,俺物語!!,"Ore Monogatari!!, My Story!!",Finished Airing ,"Apr 9, 2015 to Sep 24, 2015 ",Thursdays at 01:29 (JST) ,"VAP, Nippon Television Network, Shueisha ",Sentai Filmworks ,Madhouse ,Manga ,"Comedy, Romance, Shoujo",22 min. per ep. ,PG-13 - Teens 13 or older ,3850,513582,47225,284635,31450,31022,119250,30742.0,52201.0,80125.0,53653.0,20317.0,8612.0,2805.0,1038.0,554.0,482.0,250529.0,0.013526094823194617
479,Magi: The Labyrinth of Magic,480.0,115,8.05,25.0,TV,https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic,Fall 2012 ,Magi: The Labyrinth of Magic,マギ The labyrinth of magic,Magi Season 1,Finished Airing ,"Oct 7, 2012 to Mar 31, 2013 ",Sundays at 17:00 (JST) ,"Aniplex, Dentsu, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Movic, GYAO! ",Aniplex of America ,A-1 Pictures ,Manga ,"Action, Adventure, Fantasy, Magic, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,7616,821974,46781,565143,29711,24035,156304,55023.0,103713.0,154432.0,88815.0,26833.0,10399.0,3433.0,1239.0,505.0,549.0,444941.0,0.013476235218342968
4460,Tenkuu Shinpan,4457.0,1237,6.81,12.0,ONA,https://myanimelist.net/anime/43690/Tenkuu_Shinpan,,High-Rise Invasion,天空侵犯,"Sky-High Survival, Sky Violation",Finished Airing ,"Feb 25, 2021 ",,"Kodansha, Netflix ",,Zero-G ,Manga ,"Action, Mystery, Horror",25 min. per ep. ,R - 17+ (violence & profanity) ,888,127365,14839,65956,2568,4916,39086,4111.0,5078.0,10240.0,15985.0,11125.0,5697.0,3223.0,1567.0,811.0,498.0,58335.0,0.013463521135302322
528,Kakushigoto (TV),529.0,715,8.01,12.0,TV,https://myanimelist.net/anime/40716/Kakushigoto_TV,Spring 2020 ,Kakushigoto,かくしごと,Hidden Things,Finished Airing ,"Apr 2, 2020 to Jun 18, 2020 ",Thursdays at 23:30 (JST) ,"Dentsu, Marvelous, Kodansha, AT-X, Studio Mausu, Tokyo MX, Avex Pictures, A-Sketch, GREE ",Funimation ,Ajia-Do ,Manga ,"Slice of Life, Comedy, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,1404,224418,25871,104522,8268,7554,78203,9648.0,20622.0,35035.0,20468.0,6297.0,2223.0,595.0,197.0,76.0,102.0,95263.0,0.013432578787240964
625,Love Live! The School Idol Movie,626.0,1407,7.94,1.0,Movie,https://myanimelist.net/anime/24997/Love_Live_The_School_Idol_Movie,,Love Live! The School Idol Movie,ラブライブ！The School Idol Movie,"Gekijouban Love Live!, Love Live! School Idol Project Movie",Finished Airing ,"Jun 13, 2015 ",,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad, Graphinica, ILCA ","NIS America, Inc. ",Sunrise ,Original ,"Music, School, Slice of Life",1 hr. 42 min. ,PG-13 - Teens 13 or older ,1069,106899,1978,79652,760,688,23821,11231.0,11536.0,16697.0,12072.0,4951.0,2232.0,803.0,358.0,187.0,240.0,60307.0,0.013420880831617537
2586,Mirai Nikki,2590.0,822,7.25,1.0,OVA,https://myanimelist.net/anime/8460/Mirai_Nikki,,,未来日記,"The Future Diary OVA, Mirai Nikki OVA",Finished Airing ,"Dec 9, 2010 ",,,,Asread ,Manga ,"Action, Supernatural, Shounen",8 min. ,R - 17+ (violence & profanity) ,2168,195244,3334,161613,1445,1698,27154,13973.0,14422.0,22087.0,26271.0,15422.0,8280.0,3389.0,1698.0,1105.0,1054.0,107701.0,0.013414762426289964
2664,Jaku-Chara Tomozaki-kun,2665.0,819,7.23,12.0,TV,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun,Winter 2021 ,Bottom-Tier Character Tomozaki,弱キャラ友崎くん,"Jakusha Character Tomozaki-kun, The Low Tier Character ""Tomozaki-kun""",Finished Airing ,"Jan 8, 2021 to Mar 26, 2021 ",Fridays at 21:00 (JST) ,"Pony Canyon, APDREAM, Bit grooove promotion, Dream Shift ",Funimation ,Project No.9 ,Light novel ,"Drama, Romance, School",23 min. per ep. ,PG-13 - Teens 13 or older ,1225,195669,34764,91408,4129,7876,57492,4747.0,7823.0,22642.0,30935.0,13270.0,5094.0,1953.0,813.0,442.0,453.0,88172.0,0.013401452826886049
2663,Jaku-Chara Tomozaki-kun,2664.0,817,7.23,12.0,TV,https://myanimelist.net/anime/40530/Jaku-Chara_Tomozaki-kun,Winter 2021 ,Bottom-Tier Character Tomozaki,弱キャラ友崎くん,"Jakusha Character Tomozaki-kun, The Low Tier Character ""Tomozaki-kun""",Finished Airing ,"Jan 8, 2021 to Mar 26, 2021 ",Fridays at 21:00 (JST) ,"Pony Canyon, APDREAM, Bit grooove promotion, Dream Shift ",Funimation ,Project No.9 ,Light novel ,"Drama, Romance, School",23 min. per ep. ,PG-13 - Teens 13 or older ,1232,196386,34697,91984,4160,7908,57637,4762.0,7855.0,22720.0,31091.0,13354.0,5122.0,1959.0,817.0,444.0,455.0,88579.0,0.013393633675421813
748,Gakuen Babysitters,742.0,806,7.86,12.0,TV,https://myanimelist.net/anime/35222/Gakuen_Babysitters,Winter 2018 ,School Babysitters,学園ベビーシッターズ,,Finished Airing ,"Jan 7, 2018 to Mar 25, 2018 ",Sundays at 23:00 (JST) ,"Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group ",,Brain's Base ,Manga ,"Comedy, School, Shoujo, Slice of Life",23 min. per ep. ,PG-13 - Teens 13 or older ,1689,200588,14871,126167,5690,5547,48313,14071.0,16703.0,30754.0,25825.0,8879.0,3315.0,734.0,286.0,131.0,132.0,100830.0,0.013387018792552727
1348,Baka to Test to Shoukanjuu,1349.0,239,7.58,13.0,TV,https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu,Winter 2010 ,Baka & Test - Summon the Beasts,バカとテストと召喚獣,"The Idiot, the Tests, and the Summoned Creatures, Baka to Test to Shokanju, BakaTest",Finished Airing ,"Jan 7, 2010 to Apr 1, 2010 ",Thursdays at 02:20 (JST) ,"Lantis, Media Factory, Cospa, T.O Entertainment ",Funimation ,SILVER LINK. ,Light novel ,"Comedy, Romance, School, Super Power",24 min. per ep. ,PG-13 - Teens 13 or older ,5198,547832,19971,389034,15324,21770,101733,29357.0,49560.0,86878.0,77566.0,34991.0,16455.0,6427.0,2500.0,1124.0,870.0,305728.0,0.013361300040613417
1347,Baka to Test to Shoukanjuu,1348.0,239,7.58,13.0,TV,https://myanimelist.net/anime/6347/Baka_to_Test_to_Shoukanjuu,Winter 2010 ,Baka & Test - Summon the Beasts,バカとテストと召喚獣,"The Idiot, the Tests, and the Summoned Creatures, Baka to Test to Shokanju, BakaTest",Finished Airing ,"Jan 7, 2010 to Apr 1, 2010 ",Thursdays at 02:20 (JST) ,"Lantis, Media Factory, Cospa, T.O Entertainment ",Funimation ,SILVER LINK. ,Light novel ,"Comedy, Romance, School, Super Power",24 min. per ep. ,PG-13 - Teens 13 or older ,5200,548133,19980,389224,15329,21788,101812,29364.0,49572.0,86908.0,77615.0,35019.0,16467.0,6434.0,2503.0,1127.0,872.0,305881.0,0.01335991614083407
86,Haikyuu!!: To the Top 2nd Season,87.0,323,8.55,12.0,TV,https://myanimelist.net/anime/40776/Haikyuu__To_the_Top_2nd_Season,Fall 2020 ,,ハイキュー!! TO THE TOP,Haikyuu!! (2020) 2nd Season,Finished Airing ,"Oct 3, 2020 to Dec 19, 2020 ",Saturdays at 02:25 (JST) ,"Dentsu, Mainichi Broadcasting System, Movic, Sony Music Entertainment, TOHO animation, Shueisha ",,Production I.G ,Manga ,"Comedy, Sports, Drama, School, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,3867,451405,58418,289947,7002,2846,93192,57341.0,77192.0,70228.0,28474.0,7344.0,2371.0,783.0,269.0,128.0,529.0,244659.0,0.013336920195759916
4179,Kantai Collection: KanColle,4179.0,838,6.87,12.0,TV,https://myanimelist.net/anime/21511/Kantai_Collection__KanColle,Winter 2015 ,KanColle: Kantai Collection,艦隊これくしょん -艦これ-,Kankore,Finished Airing ,"Jan 8, 2015 to Mar 26, 2015 ",Thursdays at 01:05 (JST) ,flying DOG ,"Funimation, Crunchyroll ",Diomedéa ,Game ,"Action, Military, Sci-Fi, Slice of Life, School",24 min. per ep. ,PG-13 - Teens 13 or older ,1309,192204,11492,98473,7047,13024,62168,5502.0,6929.0,15214.0,23108.0,14693.0,8436.0,4190.0,2032.0,1073.0,771.0,81948.0,0.013292983863597127
196,Fate/stay night: Unlimited Blade Works 2nd Season,197.0,174,8.33,13.0,TV,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,Spring 2015 ,Fate/stay night [Unlimited Blade Works] Season 2,Fate/stay night [Unlimited Blade Works] 2nd シーズン,"Fate/stay night (2015), Fate - Stay Night",Finished Airing ,"Apr 5, 2015 to Jun 28, 2015 ",Sundays at 00:00 (JST) ,"Aniplex, Notes ",Aniplex of America ,ufotable ,Visual novel ,"Action, Fantasy, Magic, Supernatural",23 min. per ep. ,R - 17+ (violence & profanity) ,7244,652756,18154,545930,5490,3682,79500,76557.0,129376.0,132715.0,58900.0,18231.0,6914.0,3302.0,1431.0,648.0,696.0,428770.0,0.01326910043412159
450,Eve no Jikan,451.0,1010,8.07,6.0,ONA,https://myanimelist.net/anime/3167/Eve_no_Jikan,,Time of Eve,イヴの時間,Eve's Time,Finished Airing ,"Aug 1, 2008 to Sep 18, 2009 ",,"Directions, Code, Trick Block ",,Studio Rikka ,Original ,"Sci-Fi, Slice of Life",18 min. per ep. ,PG-13 - Teens 13 or older ,1146,157923,5241,86426,3069,1552,61635,9141.0,17979.0,22721.0,13230.0,4635.0,1730.0,511.0,188.0,111.0,115.0,70361.0,0.013259898641612478
1178,Romeo x Juliet,1182.0,997,7.64,24.0,TV,https://myanimelist.net/anime/1699/Romeo_x_Juliet,Spring 2007 ,Romeo x Juliet,ロミオ×ジュリエット,RomeoxJuliet,Finished Airing ,"Apr 5, 2007 to Sep 26, 2007 ",,"GDH, Kadokawa Shoten, CBC Television, SKY Perfect Well Think, Happinet Pictures, Sotsu Music Publishing ",Funimation ,Gonzo ,Book ,"Drama, Fantasy, Historical, Romance",24 min. per ep. ,PG-13 - Teens 13 or older ,1078,160054,7853,81355,8273,8227,54346,8902.0,10679.0,16770.0,15918.0,8167.0,3958.0,1547.0,554.0,288.0,222.0,67005.0,0.013250568496097351
468,Full Metal Panic? Fumoffu,469.0,603,8.06,12.0,TV,https://myanimelist.net/anime/72/Full_Metal_Panic_Fumoffu,Summer 2003 ,Full Metal Panic? Fumoffu,フルメタル・パニック? ふもっふ,"Full Metal Panic Fumoffu, Fullmetal Panic? Fumoffu",Finished Airing ,"Aug 26, 2003 to Oct 18, 2003 ",,"Tatsunoko Production, Kadokawa Shoten, Fuji TV, Imagica, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Happinet Pictures, Animation Do ","ADV Films, Funimation ",Kyoto Animation ,Light novel ,"Action, Comedy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,2744,261057,5651,208605,4532,3636,38633,24292.0,37982.0,46995.0,31203.0,11516.0,4559.0,1369.0,450.0,202.0,169.0,158737.0,0.013154047122552193
2799,Date A Live,2802.0,130,7.2,12.0,TV,https://myanimelist.net/anime/15583/Date_A_Live,Spring 2013 ,Date A Live,デート・ア・ライブ,,Finished Airing ,"Apr 6, 2013 to Jun 22, 2013 ",Saturdays at 01:30 (JST) ,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo ",Funimation ,AIC PLUS+ ,Light novel ,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",25 min. per ep. ,R - 17+ (violence & profanity) ,7592,779422,29008,579309,13818,23427,133860,45447.0,51086.0,101432.0,123419.0,66239.0,33981.0,15092.0,6602.0,3196.0,2228.0,448722.0,0.01310526851818287
184,Ookami to Koushinryou II,185.0,354,8.35,12.0,TV,https://myanimelist.net/anime/5341/Ookami_to_Koushinryou_II,Summer 2009 ,Spice and Wolf II,狼と香辛料II,"Ookami to Koushinryou 2nd Season, Spice and Wolf 2nd Season",Finished Airing ,"Jul 9, 2009 to Sep 24, 2009 ",,"Imagin, flying DOG ",Funimation ,"Brain's Base, Marvy Jack ",Light novel ,"Adventure, Historical, Romance, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,3845,410542,13402,294091,9311,4528,89210,43678.0,68044.0,70415.0,34987.0,10559.0,3573.0,1183.0,361.0,166.0,435.0,233401.0,0.013074184521117613
3589,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,3589.0,249,7.03,12.0,TV,https://myanimelist.net/anime/16742/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui,Summer 2013 ,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Unpopular!",私がモテないのはどう考えてもお前らが悪い!,"Watashi ga Motenai no wa Dou Kangaete mo Omaera ga Warui!, It's Not My Fault That I'm Not Popular!, WataMote",Finished Airing ,"Jul 9, 2013 to Sep 24, 2013 ",Tuesdays at 02:05 (JST) ,"TV Tokyo, Media Factory, MediaNet, AT-X, DAX Production, Sony Music Communications, Bushiroad, Good Smile Company, NichiNare ",Sentai Filmworks ,SILVER LINK. ,Web manga ,"Slice of Life, Comedy, School",24 min. per ep. ,PG-13 - Teens 13 or older ,4350,534244,30211,333427,22491,39906,108209,19713.0,31018.0,62629.0,78095.0,45527.0,23682.0,12811.0,5640.0,3292.0,2714.0,285121.0,0.013046333980151578
1839,Sunabouzu,1840.0,1337,7.42,24.0,TV,https://myanimelist.net/anime/25/Sunabouzu,Fall 2004 ,Desert Punk,砂ぼうず,Sunabozu,Finished Airing ,"Oct 6, 2004 to Mar 30, 2005 ",,"GDH, Pony Canyon, CBC Television ",Funimation ,Gonzo ,Manga ,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,719,115130,6516,55169,6405,8172,38868,3664.0,6761.0,12624.0,13033.0,6247.0,3167.0,1565.0,660.0,352.0,306.0,48379.0,0.013032681397161449
78,Bakuman. 3rd Season,79.0,557,8.57,25.0,TV,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,Fall 2012 ,Bakuman.,バクマン。,Bakuman Season 3,Finished Airing ,"Oct 6, 2012 to Mar 30, 2013 ",,"NHK, Shueisha ",,J.C.Staff ,Manga ,"Comedy, Drama, Romance, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,2689,279094,8901,207035,4910,2825,55423,40098.0,51318.0,45530.0,19599.0,5513.0,1875.0,571.0,206.0,115.0,477.0,165302.0,0.012988142101577027
3755,.hack//Sign,3756.0,987,6.97,26.0,TV,https://myanimelist.net/anime/48/hack__Sign,Spring 2002 ,.hack//Sign,.hack//SIGN,,Finished Airing ,"Apr 4, 2002 to Sep 26, 2002 ",Thursdays at Unknown ,"Bandai Visual, Yomiko Advertising, Bandai, CyberConnect2 ","Funimation, Bandai Entertainment ",Bee Train ,Original ,"Game, Sci-Fi, Adventure, Mystery, Magic, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,1201,161457,6912,93007,8455,12139,40944,5314.0,8128.0,15706.0,20682.0,12893.0,7777.0,3766.0,1542.0,855.0,657.0,77320.0,0.012913006547894245
1524,Donten ni Warau,1525.0,1404,7.52,12.0,TV,https://myanimelist.net/anime/21743/Donten_ni_Warau,Fall 2014 ,Laughing Under the Clouds,曇天に笑う,Cloudy Laugh,Finished Airing ,"Oct 4, 2014 to Dec 20, 2014 ",,"VAP, Nippon Television Network ",Funimation ,Doga Kobo ,Manga ,"Action, Historical, Shoujo, Supernatural",23 min. per ep. ,PG-13 - Teens 13 or older ,665,107728,6575,51585,4379,6201,38988,4366.0,5778.0,10465.0,11173.0,5325.0,2575.0,990.0,380.0,164.0,111.0,41327.0,0.01289134438305709
1303,Arakawa Under the Bridge,1304.0,508,7.59,13.0,TV,https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge,Spring 2010 ,Arakawa Under the Bridge,荒川アンダー ザ ブリッジ,,Finished Airing ,"Apr 5, 2010 to Jun 28, 2010 ",Mondays at 01:35 (JST) ,"Square Enix, Starchild Records, Rakuonsha ","NIS America, Inc. ",Shaft ,Manga ,"Comedy, Romance, Seinen",24 min. per ep. ,PG-13 - Teens 13 or older ,2032,300563,16853,157715,14958,16669,94368,10352.0,21497.0,41202.0,35275.0,14523.0,6305.0,2653.0,940.0,550.0,428.0,133725.0,0.01288399961956694
1976,Sengoku Basara,1979.0,1127,7.38,12.0,TV,https://myanimelist.net/anime/5355/Sengoku_Basara,Spring 2009 ,Sengoku Basara: Samurai Kings,戦国BASARA,,Finished Airing ,"Apr 2, 2009 to Jun 18, 2009 ",Thursdays at 01:29 (JST) ,"Dentsu, Shochiku, Mainichi Broadcasting System, Movic, flying DOG ",Funimation ,Production I.G ,Game ,"Action, Historical, Martial Arts, Samurai, Super Power",23 min. per ep. ,PG-13 - Teens 13 or older ,932,142661,7878,72387,6248,7290,48858,4609.0,7814.0,15367.0,17023.0,8102.0,3941.0,1503.0,530.0,260.0,224.0,59373.0,0.012875240029287027
1619,Joshiraku,1620.0,1246,7.49,13.0,TV,https://myanimelist.net/anime/12679/Joshiraku,Summer 2012 ,Joshiraku,じょしらく,Rakugo Girls,Finished Airing ,"Jul 6, 2012 to Sep 28, 2012 ",,"Starchild Records, Mainichi Broadcasting System, Kodansha, KlockWorx ",,J.C.Staff ,Manga ,"Slice of Life, Comedy, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,498,126531,10724,38842,5666,5130,66169,2190.0,4853.0,10286.0,10162.0,4205.0,1842.0,584.0,226.0,95.0,119.0,34562.0,0.012821172957108285
1089,Hai to Gensou no Grimgar,1093.0,221,7.68,12.0,TV,https://myanimelist.net/anime/31859/Hai_to_Gensou_no_Grimgar,Winter 2016 ,Grimgar: Ashes and Illusions,灰と幻想のグリムガル,"Grimgal of Ashes and Fantasies, Hai to Gensou no Grimgal",Finished Airing ,"Jan 11, 2016 to Mar 28, 2016 ",Mondays at 00:30 (JST) ,TOHO animation ,Funimation ,A-1 Pictures ,Light novel ,"Action, Adventure, Drama, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,4799,572735,33400,374659,14062,21420,129194,29220.0,54204.0,93994.0,71669.0,29073.0,13329.0,6063.0,2588.0,1271.0,900.0,302311.0,0.012808980966692378
406,Kuroshitsuji: Book of Circus,407.0,490,8.11,10.0,TV,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus,Summer 2014 ,Black Butler: Book of Circus,黒執事 Book of Circus,"Kuroshitsuji Circus Hen, Kuroshitsuji Shin Series, Black Butler 3, Kuroshitsuji III",Finished Airing ,"Jul 11, 2014 to Sep 12, 2014 ",Fridays at 02:19 (JST) ,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, DeNA ",Funimation ,A-1 Pictures ,Manga ,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",24 min. per ep. ,R - 17+ (violence & profanity) ,3010,314806,11073,235008,5474,4321,58930,30857.0,38332.0,49342.0,31609.0,11587.0,4514.0,1567.0,570.0,309.0,322.0,169009.0,0.012808074618736384
1578,Rakudai Kishi no Cavalry,1581.0,155,7.5,12.0,TV,https://myanimelist.net/anime/30296/Rakudai_Kishi_no_Cavalry,Fall 2015 ,Chivalry of a Failed Knight,落第騎士の英雄譚《キャバルリィ》,"A Chivalry of the Failed Knight, Rakudai Kishi no Eiyuutan, A Tale of Worst One",Finished Airing ,"Oct 3, 2015 to Dec 19, 2015 ",Saturdays at 23:00 (JST) ,"Frontier Works, Media Factory, AT-X, flying DOG, Hakuhodo DY Music & Pictures, Animatic, SB Creative ",Sentai Filmworks ,"SILVER LINK., Nexus ",Light novel ,"Action, Romance, Ecchi, Fantasy, School",23 min. per ep. ,R - 17+ (violence & profanity) ,6883,697534,30216,539167,9829,15916,102406,42246.0,59540.0,113075.0,109663.0,50604.0,23662.0,9168.0,3747.0,1676.0,1234.0,414615.0,0.012765989016390098
2155,Sora no Otoshimono,2162.0,360,7.34,13.0,TV,https://myanimelist.net/anime/5958/Sora_no_Otoshimono,Fall 2009 ,Heaven's Lost Property,そらのおとしもの,"Lost Property of the Sky, Misplaced by Heaven",Finished Airing ,"Oct 5, 2009 to Dec 28, 2009 ",,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, NTT Docomo ",Funimation ,AIC ASTA ,Manga ,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,3604,406517,15984,283369,9688,15240,82236,22109.0,29290.0,52510.0,56017.0,29129.0,14512.0,6949.0,3288.0,1728.0,1269.0,216801.0,0.012718398978011003
318,Bungou Stray Dogs 3rd Season,319.0,419,8.19,12.0,TV,https://myanimelist.net/anime/38003/Bungou_Stray_Dogs_3rd_Season,Spring 2019 ,,文豪ストレイドッグス 第3期,Bungo Stray Dogs 3,Finished Airing ,"Apr 12, 2019 to Jun 28, 2019 ",Fridays at 22:30 (JST) ,"WOWOW, Lantis, Movic, Bandai Namco Live Creative, Sony Music Entertainment, Glovision, Kadokawa Media House, Kadokawa, Bandai Namco Arts ",,Bones ,Manga ,"Action, Mystery, Seinen, Super Power, Supernatural",23 min. per ep. ,R - 17+ (violence & profanity) ,2934,356715,23005,230874,7673,3516,91647,27974.0,42789.0,63157.0,31738.0,8427.0,2708.0,801.0,309.0,141.0,310.0,178354.0,0.01270823046336963
2662,Kimi ga Nozomu Eien,2667.0,1246,7.23,14.0,TV,https://myanimelist.net/anime/147/Kimi_ga_Nozomu_Eien,Fall 2003 ,Rumbling Hearts,君が望む永遠,"The Eternity You Wish For, KimiNozo",Finished Airing ,"Oct 5, 2003 to Jan 4, 2004 ",,"Lantis, Media Factory, Age ",Funimation ,Studio Fantasia ,Visual novel ,"Drama, Romance, Slice of Life",23 min. per ep. ,R+ - Mild Nudity ,979,126481,3938,77042,3313,4531,37657,6088.0,9193.0,14490.0,14905.0,8563.0,4613.0,2532.0,1159.0,786.0,706.0,63035.0,0.012707354430051141
2666,Kimi ga Nozomu Eien,2667.0,1247,7.23,14.0,TV,https://myanimelist.net/anime/147/Kimi_ga_Nozomu_Eien,Fall 2003 ,Rumbling Hearts,君が望む永遠,"The Eternity You Wish For, KimiNozo",Finished Airing ,"Oct 5, 2003 to Jan 4, 2004 ",,"Lantis, Media Factory, Age ",Funimation ,Studio Fantasia ,Visual novel ,"Drama, Romance, Slice of Life",23 min. per ep. ,R+ - Mild Nudity ,978,126539,3934,77077,3320,4532,37676,6090.0,9192.0,14490.0,14925.0,8573.0,4615.0,2532.0,1159.0,787.0,706.0,63069.0,0.012688610091207494
2248,Ahiru no Sora,2249.0,1118,7.32,50.0,TV,https://myanimelist.net/anime/37403/Ahiru_no_Sora,Fall 2019 ,,あひるの空,,Finished Airing ,"Oct 2, 2019 to Sep 30, 2020 ",Wednesdays at 17:55 (JST) ,"TV Tokyo, Kodansha, AT-X, King Records, DMM pictures ",Sentai Filmworks ,Diomedéa ,Manga ,"Comedy, Sports, Drama, School, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,597,143905,38664,47139,11394,14981,31727,3626.0,6801.0,16245.0,18237.0,8499.0,4107.0,1644.0,548.0,265.0,228.0,60200.0,0.012664672564118882
1344,Uchuu Patrol Luluco,1344.0,1234,7.58,13.0,TV,https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco,Spring 2016 ,Space Patrol Luluco,宇宙パトロールルル子,,Finished Airing ,"Apr 1, 2016 to Jun 24, 2016 ",Fridays at 22:30 (JST) ,"Half H.P Studio, AT-X, flying DOG, Ultra Super Pictures, Good Smile Company, bilibili ","Funimation, Crunchyroll ",Trigger ,Original ,"Action, Adventure, Comedy, Space",7 min. per ep. ,PG-13 - Teens 13 or older ,986,127959,7306,78122,4177,4291,34063,5477.0,10247.0,19523.0,17249.0,7192.0,3159.0,1111.0,446.0,181.0,175.0,64760.0,0.01262128465733084
1342,Uchuu Patrol Luluco,1343.0,1235,7.58,13.0,TV,https://myanimelist.net/anime/32681/Uchuu_Patrol_Luluco,Spring 2016 ,Space Patrol Luluco,宇宙パトロールルル子,,Finished Airing ,"Apr 1, 2016 to Jun 24, 2016 ",Fridays at 22:30 (JST) ,"Half H.P Studio, AT-X, flying DOG, Ultra Super Pictures, Good Smile Company, bilibili ","Funimation, Crunchyroll ",Trigger ,Original ,"Action, Adventure, Comedy, Space",7 min. per ep. ,PG-13 - Teens 13 or older ,986,128030,7313,78151,4178,4293,34095,5478.0,10248.0,19533.0,17256.0,7196.0,3163.0,1113.0,446.0,181.0,175.0,64789.0,0.012616601195122264
