,Name,Score rank,Popularity rank,Score,Episodes,Type,Link,Premiered,English name,Japanese name,Synonyms,Status,Aired,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Members Favorites,Members Total,Members Watching,Members Completed,Members On-Hold,Members Dropped,Members Plan to Watch,Members score 10,Members score 9,Members score 8,Members score 7,Members score 6,Members score 5,Members score 4,Members score 3,Members score 2,Members score 1,Members scored,F10
1141,"Ima, Soko ni Iru Boku",1145.0,1356,7.66,13.0,TV,https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku,Fall 1999 ,"Now and Then, Here and There",今、そこにいる僕,"Ima, Soko ni Iru Boku",Finished Airing ,"Oct 14, 1999 to Jan 20, 2000 ",Thursdays at 19:00 (JST) ,"Victor Entertainment, Pioneer LDC, Rakuonsha ",Central Park Media ,AIC ,Original ,"Adventure, Drama, Fantasy, Military, Sci-Fi",25 min. per ep. ,R - 17+ (violence & profanity) ,1000,112267,4613,40901,3367,2531,60855,4102.0,6670.0,9951.0,7544.0,3594.0,1694.0,839.0,396.0,174.0,229.0,35193.0,0.024449279968704923
71,Fate/Zero 2nd Season,72.0,109,8.59,12.0,TV,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,Spring 2012 ,Fate/Zero Season 2,フェイト/ゼロ 2ndシーズン,Fate/Zero Second Season,Finished Airing ,"Apr 8, 2012 to Jun 24, 2012 ",Sundays at 00:00 (JST) ,"Aniplex, Nitroplus, Seikaisha, Notes ",Aniplex of America ,ufotable ,Light novel ,"Action, Supernatural, Magic, Fantasy",24 min. per ep. ,R - 17+ (violence & profanity) ,16904,864860,23018,694017,8817,4992,134016,132707.0,182589.0,146609.0,60899.0,16688.0,5665.0,2146.0,782.0,452.0,1038.0,549575.0,0.024356752068032915
208,Dr. Stone,209.0,72,8.32,24.0,TV,https://myanimelist.net/anime/38691/Dr_Stone,Summer 2019 ,Dr. Stone,ドクターストーン,,Finished Airing ,"Jul 5, 2019 to Dec 13, 2019 ",Fridays at 22:00 (JST) ,"TOHO animation, Shueisha ","Funimation, Crunchyroll ",TMS Entertainment ,Manga ,"Sci-Fi, Adventure, Comedy, Shounen",24 min. per ep. ,PG-13 - Teens 13 or older ,18214,1116749,131488,754116,32819,33274,165052,107971.0,188996.0,219163.0,101632.0,27596.0,10660.0,4357.0,1624.0,881.0,1027.0,663907.0,0.02415278286099221
2892,Higurashi no Naku Koro ni Gou,2893.0,886,7.18,24.0,TV,https://myanimelist.net/anime/41006/Higurashi_no_Naku_Koro_ni_Gou,Fall 2020 ,Higurashi: When They Cry – Gou,ひぐらしのなく頃に業,"When They Cry, Higurashi: When They Cry - New, Higurashi no Naku Koro ni (2020), When the Cicadas Cry, The Moment the Cicadas Cry",Finished Airing ,"Oct 1, 2020 to Mar 19, 2021 ",Thursdays at 23:30 (JST) ,"Frontier Works, Sotsu, MAGES., Tokyo MX, Infinite, BS11, Daiichi Shokai, Kadokawa, ELF-IN ",Funimation ,Passione ,Visual novel ,"Dementia, Horror, Mystery, Psychological, Supernatural, Thriller",23 min. per ep. ,R - 17+ (violence & profanity) ,911,182275,41074,37777,12061,13080,78283,3851.0,5872.0,11740.0,13603.0,7195.0,3553.0,2030.0,892.0,517.0,480.0,49733.0,0.024115202371813537
2893,Higurashi no Naku Koro ni Gou,2894.0,886,7.18,24.0,TV,https://myanimelist.net/anime/41006/Higurashi_no_Naku_Koro_ni_Gou,Fall 2020 ,Higurashi: When They Cry – Gou,ひぐらしのなく頃に業,"When They Cry, Higurashi: When They Cry - New, Higurashi no Naku Koro ni (2020), When the Cicadas Cry, The Moment the Cicadas Cry",Finished Airing ,"Oct 1, 2020 to Mar 19, 2021 ",Thursdays at 23:30 (JST) ,"Frontier Works, Sotsu, MAGES., Tokyo MX, Infinite, BS11, Daiichi Shokai, Kadokawa, ELF-IN ",Funimation ,Passione ,Visual novel ,"Dementia, Horror, Mystery, Psychological, Supernatural, Thriller",23 min. per ep. ,R - 17+ (violence & profanity) ,913,182707,41038,38009,12090,13108,78462,3862.0,5896.0,11782.0,13648.0,7226.0,3572.0,2040.0,891.0,518.0,484.0,49919.0,0.024020626693677813
1616,Guilty Crown,1617.0,84,7.49,22.0,TV,https://myanimelist.net/anime/10793/Guilty_Crown,Fall 2011 ,Guilty Crown,ギルティクラウン,GUILTY CROWN,Finished Airing ,"Oct 14, 2011 to Mar 23, 2012 ",Fridays at 01:15 (JST) ,"Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music ",Funimation ,Production I.G ,Original ,"Action, Sci-Fi, Super Power, Drama, Romance, Mecha",24 min. per ep. ,R - 17+ (violence & profanity) ,15655,1003422,48429,651912,33672,51701,217708,68292.0,85438.0,128353.0,121912.0,63803.0,32582.0,19751.0,9006.0,4603.0,3685.0,537425.0,0.024013977346635743
439,Tensei shitara Slime Datta Ken,440.0,110,8.09,24.0,TV,https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken,Fall 2018 ,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,TenSura,Finished Airing ,"Oct 2, 2018 to Mar 19, 2019 ",Tuesdays at 00:00 (JST) ,"Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing ",Funimation ,8bit ,Light novel ,"Action, Adventure, Comedy, Demons, Magic, Fantasy",23 min. per ep. ,PG-13 - Teens 13 or older ,14762,866986,92818,615649,18321,21263,118935,74544.0,124152.0,171500.0,97478.0,30905.0,12224.0,4579.0,1819.0,794.0,1195.0,519190.0,0.023977948473886908
225,Hibike! Euphonium 2,226.0,928,8.29,13.0,TV,https://myanimelist.net/anime/31988/Hibike_Euphonium_2,Fall 2016 ,Sound! Euphonium 2,響け！ユーフォニアム2,Hibike! Euphonium Second Season,Finished Airing ,"Oct 6, 2016 to Dec 29, 2016 ",Thursdays at 00:00 (JST) ,"Lantis, Pony Canyon, Rakuonsha ",Ponycan USA ,Kyoto Animation ,Novel ,"Music, Drama, School",23 min. per ep. ,PG-13 - Teens 13 or older ,2593,173984,9279,109057,5109,3009,47530,14798.0,26030.0,29002.0,13534.0,4095.0,1610.0,521.0,209.0,92.0,166.0,90057.0,0.023776557213200437
319,Death Parade,320.0,47,8.19,12.0,TV,https://myanimelist.net/anime/28223/Death_Parade,Winter 2015 ,Death Parade,デス・パレード,,Finished Airing ,"Jan 10, 2015 to Mar 28, 2015 ",Saturdays at 01:58 (JST) ,"VAP, DAX Production, Nippon Television Network ",Funimation ,Madhouse ,Original ,"Game, Mystery, Psychological, Drama, Thriller",23 min. per ep. ,R - 17+ (violence & profanity) ,21965,1316754,65452,925077,37664,29098,259463,115427.0,202932.0,241936.0,132218.0,43163.0,15761.0,5437.0,1705.0,786.0,921.0,760286.0,0.02374396942092388
651,Tonikaku Kawaii,652.0,362,7.93,12.0,TV,https://myanimelist.net/anime/41389/Tonikaku_Kawaii,Fall 2020 ,TONIKAWA: Over the Moon For You,トニカクカワイイ,"Generally Cute, Fly Me to the Moon",Finished Airing ,"Oct 3, 2020 to Dec 19, 2020 ",Saturdays at 01:05 (JST) ,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll SC Anime Fund ",,Seven Arcs ,Manga ,"Comedy, Romance, Shounen",23 min. per ep. ,PG-13 - Teens 13 or older ,5642,406395,56079,237676,10210,10884,91546,31921.0,40725.0,71030.0,49015.0,16232.0,5938.0,2150.0,991.0,465.0,523.0,218990.0,0.02373819821942476
706,Uchouten Kazoku,707.0,1133,7.88,13.0,TV,https://myanimelist.net/anime/17909/Uchouten_Kazoku,Summer 2013 ,The Eccentric Family,有頂天家族,Uchoten Kazoku,Finished Airing ,"Jul 7, 2013 to Sep 29, 2013 ",Sundays at 22:00 (JST) ,"Bandai Visual, Yomiuri Telecasting, Lantis, Kids Station, Magic Capsule, Good Smile Company ","NIS America, Inc. ",P.A. Works ,Novel ,"Slice of Life, Comedy, Demons, Drama, Fantasy",24 min. per ep. ,PG-13 - Teens 13 or older ,1325,141502,8151,56146,5579,5418,66208,4676.0,10144.0,15982.0,10502.0,3753.0,1619.0,658.0,226.0,138.0,140.0,47838.0,0.023599187831724433
1153,Blood+,1154.0,465,7.65,50.0,TV,https://myanimelist.net/anime/150/Blood_,Fall 2005 ,Blood+,ブラッドプラス,Blood Plus,Finished Airing ,"Oct 8, 2005 to Sep 23, 2006 ",Saturdays at 18:00 (JST) ,"Aniplex, Mainichi Broadcasting System ",Sony Pictures Entertainment ,Production I.G ,Original ,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",24 min. per ep. ,R - 17+ (violence & profanity) ,3931,327809,18441,167044,21278,20817,100229,16637.0,24261.0,37585.0,35338.0,16711.0,8593.0,3381.0,1171.0,612.0,460.0,144749.0,0.023532721917578603
296,Higurashi no Naku Koro ni Kai,297.0,365,8.21,24.0,TV,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai,Summer 2007 ,When They Cry: Kai,ひぐらしのなく頃に解,"Higurashi no Naku Koro ni 2, Higurashi no Naku Koro ni 2nd Series, Higurashi no Nakukoro ni 2nd Season, The Moment the Cicadas Cry 2",Finished Airing ,"Jul 6, 2007 to Dec 18, 2007 ",Fridays at 02:30 (JST) ,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic ",Sentai Filmworks ,Studio Deen ,Visual novel ,"Mystery, Psychological, Supernatural, Thriller",24 min. per ep. ,R - 17+ (violence & profanity) ,6244,403720,17018,265433,12637,9872,98760,42884.0,55442.0,58182.0,34144.0,13626.0,5745.0,2686.0,1126.0,679.0,641.0,215155.0,0.023523827105145178
1294,Inazuma Eleven,1295.0,1069,7.6,127.0,TV,https://myanimelist.net/anime/5231/Inazuma_Eleven,Fall 2008 ,,イナズマイレブン,,Finished Airing ,"Oct 5, 2008 to Apr 27, 2011 ",,"TV Tokyo, Dentsu, Half H.P Studio ",,OLM ,Game ,"Sports, Super Power, Shounen",24 min. per ep. ,G - All Ages ,2637,151164,9016,112124,6931,8813,14280,13176.0,12661.0,23913.0,24850.0,11943.0,5113.0,1504.0,605.0,326.0,258.0,94349.0,0.023518604402268918
295,Higurashi no Naku Koro ni Kai,296.0,366,8.21,24.0,TV,https://myanimelist.net/anime/1889/Higurashi_no_Naku_Koro_ni_Kai,Summer 2007 ,When They Cry: Kai,ひぐらしのなく頃に解,"Higurashi no Naku Koro ni 2, Higurashi no Naku Koro ni 2nd Series, Higurashi no Nakukoro ni 2nd Season, The Moment the Cicadas Cry 2",Finished Airing ,"Jul 6, 2007 to Dec 18, 2007 ",Fridays at 02:30 (JST) ,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic ",Sentai Filmworks ,Studio Deen ,Visual novel ,"Mystery, Psychological, Supernatural, Thriller",24 min. per ep. ,R - 17+ (violence & profanity) ,6233,403414,16994,265267,12632,9867,98654,42859.0,55411.0,58140.0,34122.0,13611.0,5737.0,2681.0,1125.0,680.0,641.0,215007.0,0.02349708030022581
675,Macross F,676.0,1208,7.91,25.0,TV,https://myanimelist.net/anime/3572/Macross_F,Spring 2008 ,Macross Frontier,マクロスF（フロンティア）,,Finished Airing ,"Apr 4, 2008 to Sep 26, 2008 ",Fridays at 01:25 (JST) ,"Bandai Visual, Mainichi Broadcasting System, Big West ",,Satelight ,Original ,"Action, Space, Mecha, Romance, Military, Music, Sci-Fi",24 min. per ep. ,PG-13 - Teens 13 or older ,1740,131736,6695,74455,5499,4533,40554,7798.0,13470.0,18892.0,12918.0,5132.0,2193.0,789.0,312.0,148.0,128.0,61780.0,0.023369820697065342
315,Asobi Asobase,316.0,492,8.19,12.0,TV,https://myanimelist.net/anime/37171/Asobi_Asobase,Summer 2018 ,Asobi Asobase: Workshop of Fun,あそびあそばせ,,Finished Airing ,"Jul 8, 2018 to Sep 23, 2018 ",Sundays at 21:00 (JST) ,"Hakusensha, AT-X, Sony Music Communications, Kadokawa Media House, Kadokawa ",,Lerche ,Manga ,"Comedy, School, Seinen",23 min. per ep. ,PG-13 - Teens 13 or older ,3997,313545,25951,171679,11689,11778,92448,23037.0,37132.0,49656.0,25662.0,8081.0,3146.0,1251.0,554.0,309.0,284.0,149112.0,0.02328182247100694
966,Hourou Musuko,967.0,1391,7.73,11.0,TV,https://myanimelist.net/anime/8426/Hourou_Musuko,Winter 2011 ,Wandering Son,放浪息子,The Transient Son,Finished Airing ,"Jan 14, 2011 to Apr 1, 2011 ",Fridays at 01:15 (JST) ,"Aniplex, AIC, Dentsu, Fuji TV, Magic Capsule, Enterbrain, Fujipacific Music ",,AIC Classic ,Manga ,"Drama, Romance, School, Seinen, Slice of Life",23 min. per ep. ,PG-13 - Teens 13 or older ,969,108765,6044,41788,4921,4714,51298,3997.0,6890.0,10509.0,8643.0,3643.0,1677.0,647.0,241.0,169.0,197.0,36613.0,0.02318847516033311
87,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,88.0,816,8.54,26.0,TV,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,Winter 2004 ,Ghost in the Shell: Stand Alone Complex 2nd GIG,攻殻機動隊 S.A.C. 2nd GIG,Ghost In The Shell S.A.C. 2nd GIG,Finished Airing ,"Jan 1, 2004 to Jan 8, 2005 ",,"Bandai Visual, Dentsu, Victor Entertainment, Kodansha, Tokuma Shoten, Nippon Television Network ","Bandai Entertainment, Manga Entertainment ",Production I.G ,Manga ,"Action, Military, Sci-Fi, Mystery, Police, Mecha, Seinen",25 min. per ep. ,R - 17+ (violence & profanity) ,2728,196709,7463,117724,5698,2219,63605,20628.0,30185.0,25528.0,11071.0,3015.0,1149.0,388.0,185.0,108.0,529.0,92786.0,0.023172844959396553
837,Tokyo Ghoul,838.0,7,7.8,12.0,TV,https://myanimelist.net/anime/22319/Tokyo_Ghoul,Summer 2014 ,Tokyo Ghoul,東京喰種-トーキョーグール-,"Tokyo Kushu, Toukyou Kushu, Toukyou Ghoul",Finished Airing ,"Jul 4, 2014 to Sep 19, 2014 ",Fridays at 00:00 (JST) ,"Marvelous AQL, TC Entertainment, Shueisha ",Funimation ,Studio Pierrot ,Manga ,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",24 min. per ep. ,R - 17+ (violence & profanity) ,40560,2090462,81765,1757523,27137,42653,181384,207357.0,274636.0,387479.0,292640.0,124601.0,56863.0,27101.0,11201.0,5630.0,5229.0,1392737.0,0.023077934115229216
1433,So Ra No Wo To,1434.0,1143,7.55,12.0,TV,https://myanimelist.net/anime/6802/So_Ra_No_Wo_To,Winter 2010 ,Sound of the Sky,ソ・ラ・ノ・ヲ・ト,"So-Ra-No-Wo-To, Soranowoto, Sora no Woto",Finished Airing ,"Jan 5, 2010 to Mar 23, 2010 ",Tuesdays at 01:30 (JST) ,"TV Tokyo, Aniplex ",Nozomi Entertainment ,A-1 Pictures ,Original ,"Military, Sci-Fi, Music, Slice of Life",24 min. per ep. ,PG-13 - Teens 13 or older ,1324,139690,7081,57532,5874,5777,63426,4249.0,7930.0,14155.0,12763.0,5973.0,2810.0,1034.0,370.0,183.0,167.0,49634.0,0.02301327956615449
480,Promare,481.0,854,8.05,1.0,Movie,https://myanimelist.net/anime/35848/Promare,,Promare,PROMARE（プロメア）,,Finished Airing ,"May 24, 2019 ",,"Aniplex, Half H.P Studio, SANZIGEN, XFLAG, Toho Visual Entertainment, VV-ALKLINE, Deho Gallery ",GKIDS ,Trigger ,Original ,"Action, Mecha, Sci-Fi, Super Power",1 hr. 51 min. ,PG-13 - Teens 13 or older ,2489,190556,4885,108399,1261,752,75259,13419.0,22390.0,27698.0,15943.0,5669.0,2323.0,1159.0,513.0,214.0,273.0,89601.0,0.022961466434192196
1414,Elfen Lied,1415.0,55,7.55,13.0,TV,https://myanimelist.net/anime/226/Elfen_Lied,Summer 2004 ,Elfen Lied,エルフェンリート,"Elfen Song, Elfic Song",Finished Airing ,"Jul 25, 2004 to Oct 17, 2004 ",Sundays at 22:30 (JST) ,"VAP, Genco ",ADV Films ,Arms ,Manga ,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",25 min. per ep. ,R+ - Mild Nudity ,20891,1245110,38668,921161,28927,42191,214163,103873.0,130569.0,179542.0,161199.0,81424.0,38979.0,22890.0,11690.0,7733.0,5782.0,743681.0,0.0226789887978323
980,Panty & Stocking with Garterbelt,979.0,500,7.72,13.0,TV,https://myanimelist.net/anime/8795/Panty___Stocking_with_Garterbelt,Fall 2010 ,Panty & Stocking with Garterbelt,パンティ＆ストッキングwithガーターベルト,"PanSto, PSG",Finished Airing ,"Oct 2, 2010 to Dec 25, 2010 ",,"Kadokawa Shoten, Half H.P Studio, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG, Kadokawa Contents Gate ",Funimation ,Gainax ,Original ,"Action, Comedy, Parody, Supernatural, Ecchi",23 min. per ep. ,R - 17+ (violence & profanity) ,4290,307660,16958,189590,14831,14628,71653,17440.0,28977.0,45880.0,38646.0,15134.0,6216.0,2956.0,1417.0,909.0,947.0,158522.0,0.022627775726567857
249,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,250.0,126,8.26,13.0,TV,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,Spring 2015 ,My Teen Romantic Comedy SNAFU TOO!,やはり俺の青春ラブコメはまちがっている。続,"Oregairu 2, My Teen Romantic Comedy SNAFU 2, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Second Season, Yahari Ore no Seishun Love Comedy wa Machigatteiru. 2nd Season",Finished Airing ,"Apr 3, 2015 to Jun 26, 2015 ",Fridays at 01:28 (JST) ,"TBS, Marvelous AQL, NBCUniversal Entertainment Japan ",Sentai Filmworks ,feel. ,Light novel ,"Slice of Life, Comedy, Drama, Romance, School",24 min. per ep. ,PG-13 - Teens 13 or older ,14361,785360,28377,640427,10322,7193,99041,86543.0,140043.0,165232.0,79596.0,24188.0,8448.0,3315.0,1177.0,510.0,713.0,509765.0,0.022424101419833954
942,Yamato Nadeshiko Shichihenge♥,943.0,1153,7.75,25.0,TV,https://myanimelist.net/anime/1562/Yamato_Nadeshiko_Shichihenge♥,Fall 2006 ,The Seven Metamorphoses of Yamato Nadeshiko,ヤマトナデシコ七変化♥,"Yamato Nadeshiko Shichi Henge, Perfect Girl Evolution, The Wallflower",Finished Airing ,"Oct 4, 2006 to Mar 28, 2007 ",Wednesdays at 01:30 (JST) ,,"ADV Films, Funimation ",Nippon Animation ,Manga ,"Comedy, Shoujo",24 min. per ep. ,PG-13 - Teens 13 or older ,2031,138430,6392,90585,5469,6797,29187,10564.0,13519.0,18761.0,16296.0,7565.0,3771.0,1692.0,631.0,393.0,305.0,73497.0,0.022420930617651928
619,ef: A Tale of Memories.,620.0,712,7.94,12.0,TV,https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories,Fall 2007 ,ef - a tale of memories.,ef - a tale of memories.,,Finished Airing ,"Oct 7, 2007 to Dec 23, 2007 ",Sundays at 01:35 (JST) ,Rondo Robe ,Sentai Filmworks ,Shaft ,Visual novel ,"Mystery, Drama, Romance",24 min. per ep. ,PG-13 - Teens 13 or older ,2664,224872,8449,119054,7568,6514,83287,15742.0,21476.0,26985.0,19211.0,8449.0,4164.0,1747.0,682.0,380.0,344.0,99180.0,0.022376400624926504
618,ef: A Tale of Memories.,619.0,711,7.94,12.0,TV,https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories,Fall 2007 ,ef - a tale of memories.,ef - a tale of memories.,,Finished Airing ,"Oct 7, 2007 to Dec 23, 2007 ",Sundays at 01:35 (JST) ,Rondo Robe ,Sentai Filmworks ,Shaft ,Visual novel ,"Mystery, Drama, Romance",24 min. per ep. ,PG-13 - Teens 13 or older ,2665,224984,8454,119099,7574,6519,83338,15740.0,21476.0,27000.0,19219.0,8464.0,4165.0,1748.0,682.0,381.0,345.0,99220.0,0.022376342370632834
961,Aoi Bungaku Series,962.0,904,7.73,12.0,TV,https://myanimelist.net/anime/7193/Aoi_Bungaku_Series,Fall 2009 ,,青い文学シリーズ,Blue Literature,Finished Airing ,"Oct 11, 2009 to Dec 27, 2009 ",,"Movic, Happinet Pictures, RAY ",,Madhouse ,Novel ,"Drama, Historical, Psychological, Seinen, Thriller",23 min. per ep. ,R - 17+ (violence & profanity) ,1339,178119,11207,60001,9386,7725,89800,6264.0,10045.0,16067.0,12660.0,5447.0,2465.0,1060.0,364.0,212.0,244.0,54828.0,0.022316294728421192
1569,Mirai Nikki (TV),1570.0,22,7.51,26.0,TV,https://myanimelist.net/anime/10620/Mirai_Nikki_TV,Fall 2011 ,The Future Diary,未来日記,"Mirai Nikki, Mirai Nikki (2011)",Finished Airing ,"Oct 9, 2011 to Apr 15, 2012 ",Sundays at 23:00 (JST) ,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, chara-ani.com, 12 Diary Holders, Dwango, Sakura Create ",Funimation ,Asread ,Manga ,"Action, Mystery, Psychological, Supernatural, Thriller, Shounen",23 min. per ep. ,R+ - Mild Nudity ,27030,1624989,70334,1215860,41191,59024,238580,130057.0,178935.0,242973.0,207602.0,110153.0,55824.0,35642.0,18071.0,10387.0,8036.0,997680.0,0.022231177931669763
